 Destination Port, Flow Duration, Total Fwd Packets,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
389,1447028,19,0,0,0,1,0,0,0,0,0,452.875,0,0,0,0,0,0,0,BENIGN
88,662,7,0,0,0,1,0,0,0,0,0,79.81818182,0,0,0,0,0,0,0,BENIGN
88,885,9,0,0,0,1,0,0,0,0,0,283.8461538,0,0,0,0,0,0,0,BENIGN
88,599,7,0,0,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,BENIGN
88,815,9,0,0,0,1,0,0,0,0,0,283.8461538,0,0,0,0,0,0,0,BENIGN
88,1099,9,0,0,0,1,0,0,0,0,0,418.8,0,0,0,0,0,0,0,BENIGN
88,1200,9,0,0,0,1,0,0,0,0,0,415.7333333,0,0,0,0,0,0,0,BENIGN
88,558,7,0,0,0,1,0,0,0,0,0,507.4545455,0,0,0,0,0,0,0,BENIGN
389,495,11,0,0,0,1,0,0,0,0,0,33.2,0,0,0,0,0,0,0,BENIGN
88,1139,10,0,0,0,1,0,0,0,0,0,393.875,0,0,0,0,0,0,0,BENIGN
55824,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,BENIGN
389,26534,17,0,0,0,1,0,0,0,0,0,348.4827586,0,0,0,0,0,0,0,BENIGN
88,1085,9,0,0,0,1,0,0,0,0,0,420.1333333,0,0,0,0,0,0,0,BENIGN
88,1281,9,0,0,0,1,0,0,0,0,0,418.8,0,0,0,0,0,0,0,BENIGN
389,5167,13,0,0,0,1,0,0,0,0,0,409.0833333,0,0,0,0,0,0,0,BENIGN
53,46870,1,0,0,0,0,0,0,0,0,1,164,0,0,0,0,0,0,0,FTP-Patator
389,437,10,0,0,0,1,0,0,0,0,0,35.07142857,0,0,0,0,0,0,0,FTP-Patator
389,1,2,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,BENIGN
88,1076,9,0,0,0,1,0,0,0,0,0,420.1333333,0,0,0,0,0,0,0,BENIGN
389,534,11,0,0,0,1,0,0,0,0,0,33.2,0,0,0,0,0,0,0,BENIGN
88,1195,10,0,0,0,1,0,0,0,0,0,393.875,0,0,0,0,0,0,0,BENIGN
389,14737,17,0,0,0,1,0,0,0,0,0,348.4827586,0,0,0,0,0,0,0,BENIGN
80,5194037,5,0,0,0,1,0,0,0,0,1,72.3,0,0,0,0,0,0,0,BENIGN
88,1115,9,0,0,0,1,0,0,0,0,0,420,0,0,0,0,0,0,0,BENIGN
88,562,7,0,0,0,1,0,0,0,0,0,80.54545455,0,0,0,0,0,0,0,BENIGN
88,853,9,0,0,0,1,0,0,0,0,0,288,0,0,0,0,0,0,0,BENIGN
88,911,9,0,0,0,1,0,0,0,0,0,404.6666667,0,0,0,0,0,0,0,BENIGN
389,21500,13,0,0,0,1,0,0,0,0,0,266.5833333,0,0,0,0,0,0,0,BENIGN
389,39097,21,0,0,0,1,0,0,0,0,0,294.4390244,0,0,0,0,0,0,0,BENIGN
389,550,10,0,0,0,1,0,0,0,0,0,35.07142857,0,0,0,0,0,0,0,BENIGN
389,1,2,0,1,0,0,1,0,0,0,0,4.666666667,0,0,0,0,0,0,0,BENIGN
88,1169,9,0,0,0,1,0,0,0,0,0,420.1333333,0,0,0,0,0,0,0,BENIGN
88,1110,9,0,0,0,1,0,0,0,0,0,411.6,0,0,0,0,0,0,0,BENIGN
445,16523256,25,0,0,0,1,0,0,0,0,0,111.0697674,0,1260627,1260627,15300000,0,15300000,15300000,BENIGN
49155,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,BENIGN
445,15637683,48,0,0,0,1,0,0,0,0,0,204.2888889,0,735669,735669,14900000,0,14900000,14900000,BENIGN
49172,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,BENIGN
88,1153,9,0,0,0,1,0,0,0,0,0,418.8,0,0,0,0,0,0,0,BENIGN
88,549,7,0,0,0,1,0,0,0,0,0,507.4545455,0,0,0,0,0,0,0,BENIGN
389,816083,15,0,0,0,1,0,0,0,0,0,189.7777778,0,0,0,0,0,0,0,BENIGN
80,95829,3,0,0,0,1,0,0,0,0,0,162.6,0,0,0,0,0,0,0,BENIGN
80,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
389,8599138,23,0,0,0,1,0,0,0,0,0,393.1052632,0,3039547,3039547,5559493,0,5559493,5559493,BENIGN
135,26241793,11,0,0,0,1,0,0,0,0,0,82.82352941,0,0,0,0,0,0,0,BENIGN
49671,26240384,21,0,0,0,1,0,0,0,0,0,181.4285714,0,0,0,0,0,0,0,BENIGN
135,35,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
49671,50,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,BENIGN
1029,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
88,676,7,0,0,0,1,0,0,0,0,0,82.90909091,0,0,0,0,0,0,0,BENIGN
88,917,9,0,0,0,1,0,0,0,0,0,284,0,0,0,0,0,0,0,BENIGN
88,1035,9,0,0,0,1,0,0,0,0,0,356.1176471,0,0,0,0,0,0,0,BENIGN
389,33799,13,0,0,0,1,0,0,0,0,1,247.9259259,0,0,0,0,0,0,0,BENIGN
389,2924095,25,0,0,0,1,0,0,0,0,0,278.6956522,0,0,0,0,0,0,0,BENIGN
80,18633923,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FTP-Patator
49671,22953788,21,0,0,0,1,0,0,0,0,0,145.5428571,0,0,0,0,0,0,0,FTP-Patator
49671,47,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,BENIGN
49422,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
88,612,7,0,0,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,BENIGN
88,934,9,0,0,0,1,0,0,0,0,0,283.8461538,0,0,0,0,0,0,0,BENIGN
88,977,9,0,0,0,1,0,0,0,0,0,411.8666667,0,0,0,0,0,0,0,FTP-Patator
443,7744454,14,0,0,0,1,0,0,0,0,1,824.4285714,0,0,0,0,0,0,0,FTP-Patator
443,4,2,0,1,0,0,1,0,0,0,0,85,0,0,0,0,0,0,0,BENIGN
80,30931,3,0,0,0,1,0,0,0,0,1,39.42857143,0,0,0,0,0,0,0,BENIGN
80,320,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
88,1138,9,0,0,0,1,0,0,0,0,0,405.4666667,0,0,0,0,0,0,0,FTP-Patator
88,1152,7,0,0,0,1,0,0,0,0,0,469.3333333,0,0,0,0,0,0,0,FTP-Patator
88,909,8,0,0,0,1,0,0,0,0,0,370.5714286,0,0,0,0,0,0,0,BENIGN
389,14649,13,0,0,0,1,0,0,0,0,0,204.96,0,0,0,0,0,0,0,BENIGN
1049,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
88,1176,9,0,0,0,1,0,0,0,0,0,409.3333333,0,0,0,0,0,0,0,BENIGN
88,706,7,0,0,0,1,0,0,0,0,0,510.3636364,0,0,0,0,0,0,0,BENIGN
1054,24,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,BENIGN
135,30136887,11,0,0,0,1,0,0,0,0,0,63.52941176,0,0,0,0,0,0,0,BENIGN
135,30146749,13,0,0,0,1,0,0,0,0,0,99.42857143,0,0,0,0,0,0,0,BENIGN
49671,30115431,17,0,0,0,1,0,0,0,0,0,191.9310345,0,0,0,0,0,0,0,BENIGN
135,41,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
135,75,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
49671,94,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
49666,30351316,25,0,0,0,1,0,0,0,0,0,237.0638298,0,0,0,0,0,0,0,BENIGN
49666,81,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,BENIGN
49158,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
389,1544744,19,0,0,0,1,0,0,0,0,0,460.625,0,0,0,0,0,0,0,BENIGN
1047,34,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,271082,12,0,0,0,1,0,0,0,0,1,839.3461538,0,0,0,0,0,0,0,BENIGN
443,344,3,0,0,0,0,1,0,0,0,0,28.33333333,0,0,0,0,0,0,0,BENIGN
53,62958,1,0,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,BENIGN
389,425,10,0,0,0,1,0,0,0,0,0,35.07142857,0,0,0,0,0,0,0,BENIGN
389,0,2,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,BENIGN
88,1148,9,0,0,0,1,0,0,0,0,0,414.5333333,0,0,0,0,0,0,0,BENIGN
389,121684,19,0,0,0,1,0,0,0,0,0,335.5333333,0,0,0,0,0,0,0,BENIGN
88,1051,9,0,0,0,1,0,0,0,0,0,414.5333333,0,0,0,0,0,0,0,BENIGN
389,448,10,0,0,0,1,0,0,0,0,0,35.07142857,0,0,0,0,0,0,0,BENIGN
389,0,2,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,BENIGN
88,1082,9,0,0,0,1,0,0,0,0,0,414.5333333,0,0,0,0,0,0,0,BENIGN
3268,16044,17,0,0,0,1,0,0,0,0,0,347.1034483,0,0,0,0,0,0,0,BENIGN
88,1134,9,0,0,0,1,0,0,0,0,0,414.5333333,0,0,0,0,0,0,0,BENIGN
88,1113,9,0,0,0,1,0,0,0,0,0,414.5333333,0,0,0,0,0,0,0,BENIGN
389,334,10,0,0,0,1,0,0,0,0,0,35.07142857,0,0,0,0,0,0,0,BENIGN
389,1,2,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,BENIGN
88,1138,9,0,0,0,1,0,0,0,0,0,414.5333333,0,0,0,0,0,0,0,BENIGN
88,8783,9,0,0,0,1,0,0,0,0,0,414.5333333,0,0,0,0,0,0,0,BENIGN
389,101443,21,0,0,0,1,0,0,0,0,0,210.1515152,0,0,0,0,0,0,0,BENIGN
389,1,2,0,1,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,BENIGN
80,5195833,5,0,0,0,1,0,0,0,0,1,70,0,0,0,0,0,0,0,BENIGN
443,233342,13,0,0,0,1,0,0,0,0,1,809.4444444,0,0,0,0,0,0,0,BENIGN
443,3,2,0,1,0,0,1,0,0,0,0,85,0,0,0,0,0,0,0,BENIGN
445,61385684,57,0,0,0,0,1,0,0,0,0,206.5929204,42345.7967,59959,73,30000000,41530.50258,30000000,29900000,BENIGN
88,639,7,0,0,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,BENIGN
88,884,9,0,0,0,1,0,0,0,0,0,283.8461538,0,0,0,0,0,0,0,BENIGN
88,1007,9,0,0,0,1,0,0,0,0,0,418.8,0,0,0,0,0,0,0,BENIGN
389,30894,13,0,0,0,1,0,0,0,0,1,378.5384615,0,0,0,0,0,0,0,BENIGN
443,1424808,9,0,0,0,1,0,0,0,0,1,232.65,0,0,0,0,0,0,0,BENIGN
443,1430700,9,0,0,0,1,0,0,0,0,1,232.65,0,0,0,0,0,0,0,FTP-Patator
88,1200,9,0,0,0,1,0,0,0,0,0,415.7333333,0,0,0,0,0,0,0,BENIGN
88,498,7,0,0,0,1,0,0,0,0,0,507.4545455,0,0,0,0,0,0,0,FTP-Patator
88,576,7,0,0,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,BENIGN
49169,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,BENIGN
88,895,9,0,0,0,1,0,0,0,0,0,283.8461538,0,0,0,0,0,0,0,BENIGN
88,928,9,0,0,0,1,0,0,0,0,0,418.8,0,0,0,0,0,0,0,BENIGN
88,981,9,0,0,0,1,0,0,0,0,0,411.6,0,0,0,0,0,0,0,BENIGN
88,1116,9,0,0,0,1,0,0,0,0,0,415.7333333,0,0,0,0,0,0,0,BENIGN
88,495,7,0,0,0,1,0,0,0,0,0,507.4545455,0,0,0,0,0,0,0,BENIGN
389,365412,15,0,0,0,1,0,0,0,0,0,204.96,0,0,0,0,0,0,0,BENIGN
49174,36,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
389,493863,21,0,0,0,1,0,0,0,0,0,439.3529412,0,0,0,0,0,0,0,BENIGN
135,23970795,15,0,0,0,1,0,0,0,0,0,82.43478261,0,0,0,0,0,0,0,BENIGN
135,36,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,BENIGN
1040,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
5353,12,9,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,BENIGN
443,285437,9,0,0,0,1,0,0,0,0,0,402.375,0,0,0,0,0,0,0,BENIGN
389,28608,11,0,0,0,1,0,0,0,0,0,33.2,0,0,0,0,0,0,0,BENIGN
88,1087,9,0,0,0,1,0,0,0,0,0,414.5333333,0,0,0,0,0,0,0,BENIGN
389,337,11,0,0,0,1,0,0,0,0,0,33.2,0,0,0,0,0,0,0,BENIGN
58892,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,BENIGN
88,1113,9,0,0,0,1,0,0,0,0,0,414.4,0,0,0,0,0,0,0,BENIGN
88,642,7,0,0,0,1,0,0,0,0,0,82.90909091,0,0,0,0,0,0,0,BENIGN
88,60,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,BENIGN
88,888,9,0,0,0,1,0,0,0,0,0,284,0,0,0,0,0,0,0,BENIGN
88,80,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,BENIGN
88,1002,9,0,0,0,1,0,0,0,0,0,403.6,0,0,0,0,0,0,0,BENIGN
389,8062,13,0,0,0,1,0,0,0,0,0,278.9166667,0,0,0,0,0,0,0,BENIGN
389,15337,23,0,0,0,1,0,0,0,0,0,305.2380952,0,0,0,0,0,0,0,BENIGN
135,53143244,25,0,0,0,1,0,0,0,0,0,93.74358974,135623.0806,248483,56683,6784455.5,840394.2881,7378704,6190207,BENIGN
49666,53116357,53,0,0,0,1,0,0,0,0,0,243.6161616,117077.084,221562,55990,6784965.5,840127.0018,7379025,6190906,BENIGN
135,43,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,BENIGN
49666,15,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,BENIGN
389,280404,21,0,0,0,1,0,0,0,0,0,210.3333333,0,0,0,0,0,0,0,BENIGN
389,1,2,0,1,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,BENIGN
80,39620158,4,0,0,0,1,0,0,0,0,1,255.625,0,0,0,0,0,0,0,BENIGN
80,55,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
135,19268460,19,0,0,0,1,0,0,0,0,0,95.44827586,0,0,0,0,0,0,0,BENIGN
49671,19266992,19,0,0,0,1,0,0,0,0,0,191.4545455,0,0,0,0,0,0,0,BENIGN
135,65,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
49671,54,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,BENIGN
80,32222867,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
3268,112987750,46,0,0,0,1,0,0,0,0,0,241.6438356,24847.02908,66152,363,16100000,499009.5254,16400000,15400000,BENIGN
389,112962280,46,0,0,0,1,0,0,0,0,0,295.1232877,23989.27995,63796,318,16100000,496964.8891,16400000,15400000,BENIGN
80,5194319,5,0,0,0,1,0,0,0,0,1,72.3,0,0,0,0,0,0,0,BENIGN
49666,53968545,25,0,0,0,1,0,0,0,0,0,225.7333333,0,0,0,0,0,0,0,BENIGN
49666,56,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
80,55468794,4,0,0,0,1,0,0,0,0,1,294,0,0,0,0,0,0,0,BENIGN
80,49,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
0,118903732,477,0,0,0,0,0,0,0,0,0,0,12900000,29800000,4182193,21600000,10700000,33800000,13700000,BENIGN
80,4835287,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
88,604,7,0,0,0,1,0,0,0,0,0,72.36363636,0,0,0,0,0,0,0,BENIGN
88,928,9,0,0,0,1,0,0,0,0,0,272.4615385,0,0,0,0,0,0,0,BENIGN
88,1144,7,0,0,0,1,0,0,0,0,0,500.9090909,0,0,0,0,0,0,0,BENIGN
88,966,9,0,0,0,1,0,0,0,0,0,401.7333333,0,0,0,0,0,0,0,BENIGN
389,4036,13,0,0,0,1,0,0,0,0,0,212.3333333,0,0,0,0,0,0,0,BENIGN
389,523735,15,0,0,0,1,0,0,0,0,0,337.8461538,0,0,0,0,0,0,0,FTP-Patator
1061,47,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,FTP-Patator
80,5194640,5,0,0,0,1,0,0,0,0,1,70,0,0,0,0,0,0,0,FTP-Patator
3268,58230081,21,0,0,0,1,0,0,0,0,0,320.5882353,0,0,0,0,0,0,0,FTP-Patator
389,58251194,27,0,0,0,1,0,0,0,0,0,299.4347826,0,0,0,0,0,0,0,BENIGN
49666,46115502,27,0,0,0,1,0,0,0,0,0,234.7346939,0,0,0,0,0,0,0,BENIGN
49666,68,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
443,2929494,9,0,0,0,1,0,0,0,0,1,244.8947368,0,0,0,0,0,0,0,BENIGN
443,3047100,9,0,0,0,1,0,0,0,0,1,232.65,0,0,0,0,0,0,0,BENIGN
135,14241853,11,0,0,0,1,0,0,0,0,0,71.52941176,0,0,0,0,0,0,0,BENIGN
135,70,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
443,60624199,13,0,0,0,1,0,0,0,0,0,516.9583333,0,0,0,0,0,0,0,BENIGN
443,78051514,16,0,0,0,1,0,0,0,0,0,436.2068966,0,0,0,0,0,0,0,BENIGN
49666,48875559,11,0,0,0,1,0,0,0,0,0,106,0,0,0,0,0,0,0,BENIGN
135,48876641,11,0,0,0,1,0,0,0,0,0,71.52941176,0,0,0,0,0,0,0,BENIGN
49666,39,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
135,87,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,BENIGN
123,86388852,6,0,0,0,0,0,0,0,0,1,52,0,139,139,84900000,0,84900000,84900000,BENIGN
0,343183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
137,1614495,27,0,0,0,0,0,0,0,0,0,51.85185185,0,0,0,0,0,0,0,BENIGN
49666,34239094,19,0,0,0,1,0,0,0,0,0,245.7142857,0,0,0,0,0,0,0,BENIGN
49666,93,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
80,104952660,5,0,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,BENIGN
